published_dt,ticker,company,politician_name,type,owner,sector,size_avg_usd,trade_size_vs_market_cap,sentiment_score,mention_count,volume_spike_ratio,consensus_score_7d,signal_strength,fwd_1d_ret,fwd_3d_ret,fwd_5d_ret,fwd_10d_ret
2025-05-13,ABT,Abbott Laboratories,Bruce Westerman,sell,undisclosed,Healthcare,8000.0,3.5284299545795658e-06,0.0,0.0,0.7613158016225087,0.0,0,-0.005723166865416422,0.04253673526827677,0.04563026881076447,0.021036358518988812
2025-06-23,ABT,Abbott Laboratories,Jefferson Shreve,sell,undisclosed,Healthcare,75000.0,3.307903082418343e-05,0.0,0.0,0.8020876382683425,0.0,0,0.03570352719273548,0.002625193710614083,0.020176920453322894,0.0002999796274804687
2025-07-09,ABT,Abbott Laboratories,Michael McCaul,sell,spouse,Healthcare,32500.0,1.4334246690479486e-05,0.0,0.0,0.8767322191028675,0.0,0,-0.0009720304208210536,-0.012712158846589319,-0.01488065727923448,-0.05907421034081082
2025-08-14,ABT,Abbott Laboratories,Lisa McClain,buy,spouse,Healthcare,8000.0,3.5284299545795658e-06,0.0,0.0,1.6300012794401657,0.0,0,0.014085605425232461,0.010237083203504823,,
2025-08-12,ABT,Abbott Laboratories,Josh Gottheimer,sell,joint,Healthcare,8000.0,3.5284299545795658e-06,0.0,0.0,2.7725942607062226,0.0,0,-0.01311776452680529,0.00480479641758252,0.0009914954824114287,
2025-05-15,ACGL,Arch Capital Group Ltd,Ro Khanna,buy,spouse,Financial Services,8000.0,2.3627695863391543e-05,0.0,0.0,0.6325419820752186,0.0,0,0.010253114521346538,0.005981044584168651,-0.017729318395918733,0.015059315427438002
2025-06-23,ACGL,Arch Capital Group Ltd,Jefferson Shreve,sell,undisclosed,Financial Services,32500.0,9.598751444502814e-05,0.0,0.0,0.6757945507967948,0.0,0,-0.004268819910715375,-0.011711905513089305,-0.0033931431318163286,-0.01258758229198835
2025-08-08,ACGL,Arch Capital Group Ltd,Ro Khanna,sell,spouse,Financial Services,8000.0,2.3627695863391543e-05,0.0,0.0,1.9175980759148687,0.0,0,0.011251125460195084,0.012038700808837738,0.020702115483181984,
2025-08-14,ACI,Albertsons Cos Inc,Lisa McClain,buy,spouse,Consumer Defensive,8000.0,7.430912252554189e-05,0.0,0.0,1.8547502775450715,0.0,0,0.009468716623280589,0.02209363867633418,,
2025-07-04,ACN,Accenture,Scott Franklin,buy,spouse,Technology,8000.0,5.155590133956519e-06,0.0,0.0,0.0,0.0,0,-0.009850723969294005,-0.020195713463135343,-0.07402893061994027,-0.06948241169804639
2025-04-15,ACN,Accenture,Julie Johnson,sell,joint,Technology,8000.0,5.155590133956519e-06,0.0,0.0,0.0,0.0,0,-0.014544901693232616,-0.03530834613816908,-0.004456757611048871,0.03351176811322828
2025-04-14,ACN,Accenture,Jefferson Shreve,sell,undisclosed,Technology,32500.0,2.094458491919836e-05,0.0,0.0,0.0,0.0,0,-0.0008653213693921931,-0.022706024282447147,-0.017133405365985413,0.033089880715153466
2025-05-15,ACN,Accenture,Ro Khanna,sell,spouse,Technology,8000.0,5.155590133956519e-06,0.0,0.0,0.0,1.0,0,0.0008505733799086434,0.008695038533464202,-0.0030558918142190835,-0.0018902592090407865
2025-05-12,ACN,Accenture,Jared Moskowitz,buy,undisclosed,Technology,8000.0,5.155590133956519e-06,0.0,0.0,0.0,2.0,0,0.0018948351333224315,0.004007138337279326,-0.007859091307676083,-0.020160351892536267
2025-04-29,ACN,Accenture,Rob Bresnahan,sell,undisclosed,Technology,32500.0,2.094458491919836e-05,0.0,0.0,0.0,3.0,0,0.01314053248612694,0.034070504734322805,0.028888810568899064,0.09232231781050658
2025-05-19,ACN,Accenture,Dan Newhouse,sell,spouse,Technology,8000.0,5.155590133956519e-06,0.0,0.0,0.0,3.0,0,0.005400996253388859,-0.006311559699738302,-0.009514535139728175,-0.017459014343338766
2025-06-12,ACN,Accenture,Ro Khanna,buy,child,Technology,8000.0,5.155590133956519e-06,0.0,0.0,0.0,0.0,0,-0.008303689896674038,-0.007285595862689543,-0.09210362538955252,-0.06000259426593439
2025-07-10,ACN,Accenture,Ro Khanna,buy,child,Technology,8000.0,5.155590133956519e-06,0.0,0.0,0.0,0.0,0,-0.021412882836446455,-0.03878689621632385,-0.015702724077244615,-0.019149751622969714
2025-08-14,ACN,Accenture,Lisa McClain,buy,undisclosed,Technology,8000.0,5.155590133956519e-06,0.0,0.0,0.0,3.0,0,0.0051680189846304994,0.04126312022049055,,
2025-08-08,ACN,Accenture,Ro Khanna,sell,spouse,Technology,8000.0,5.155590133956519e-06,0.0,0.0,0.0,0.0,0,0.002563027774586397,0.03226887678899685,0.03785711977662159,
2025-08-13,ADBE,Adobe Inc,Markwayne Mullin,buy,joint,Technology,32500.0,2.1446312533238856e-05,0.0,0.0,0.9097004392305246,0.0,0,-0.0026323703225590127,0.022145894805078684,,
2025-04-17,ADBE,Adobe Inc,Bruce Westerman,buy,undisclosed,Technology,8000.0,5.27909231587418e-06,0.0,0.0,0.8144642334732921,0.0,0,-0.003917944321385332,0.021446974413840563,0.06718516819341645,0.10534865780936278
2025-05-15,ADBE,Adobe Inc,Ro Khanna,buy,spouse,Technology,8000.0,5.27909231587418e-06,0.0,0.0,1.399315398447325,0.0,0,0.006053759575477239,0.007211399039088586,-0.0006994562450851109,0.001133571043939366
2025-05-09,ADBE,Adobe Inc,Jefferson Shreve,sell,undisclosed,Technology,32500.0,2.1446312533238856e-05,0.0,0.0,1.7656039082085235,2.0,0,0.004082915131907095,0.013034805425570981,0.05781964113035695,0.03388029397731903
2025-05-13,ADBE,Adobe Inc,Markwayne Mullin,sell,joint,Technology,32500.0,2.1446312533238856e-05,0.0,0.0,1.4810613961574235,4.0,0,0.0066019782711155914,0.05110242778730606,0.05231190356245522,0.03875520888564817
2025-05-19,ADBE,Adobe Inc,Dan Newhouse,sell,spouse,Technology,8000.0,5.27909231587418e-06,0.0,0.0,0.8251317200605937,5.0,0,-0.000622226454790282,-0.00847155475695046,-0.011415007225714252,-0.012874829362428213
2025-05-07,ADBE,Adobe Inc,Marjorie Taylor Greene,buy,undisclosed,Technology,8000.0,5.27909231587418e-06,0.0,0.0,0.5249442015074987,1.0,0,-0.011099659268832442,0.019675546970428837,0.028766453203418408,0.06626322893434311
2025-06-23,ADBE,Adobe Inc,Jefferson Shreve,buy,undisclosed,Technology,32500.0,2.1446312533238856e-05,0.0,0.0,0.8753601094060016,1.0,0,-0.00680588937900897,-2.592281865228455e-05,0.004987566163634503,-0.0070656724882552585
2025-06-11,ADBE,Adobe Inc,Markwayne Mullin,buy,joint,Technology,32500.0,2.1446312533238856e-05,0.0,0.0,0.7053848889845998,2.0,0,0.005468731108704234,-0.023576262941766114,-0.08115593108247617,-0.06436084130992606
2025-06-12,ADBE,Adobe Inc,Ro Khanna,buy,child,Technology,32500.0,2.1446312533238856e-05,0.0,0.0,0.8280593185578334,1.0,0,-0.002089190634952229,-0.025019126940684713,-0.03969423330513535,-0.016993664784036626
2025-06-19,ADBE,Adobe Inc,Marjorie Taylor Greene,buy,undisclosed,Technology,8000.0,5.27909231587418e-06,0.0,0.0,0.7815833351535936,0.0,0,-0.009356595499892562,0.004888523175608653,0.011748320783305871,-0.003075098280988058
2025-08-14,ADBE,Adobe Inc,Lisa McClain,buy,spouse,Technology,8000.0,5.27909231587418e-06,0.0,0.0,1.0394536766973848,0.0,0,0.018717939260441296,0.03645971548991653,,
2025-07-10,ADBE,Adobe Inc,Ro Khanna,sell,child,Technology,32500.0,2.1446312533238856e-05,0.0,0.0,1.0394536766973848,0.0,0,-0.012635852979577106,-0.010380454685377039,-0.00421192335045856,0.010027180547299593
2025-08-08,ADBE,Adobe Inc,Ro Khanna,buy,child,Technology,32500.0,2.1446312533238856e-05,0.0,0.0,0.4759568242036671,0.0,0,-0.0026305709085093897,0.04944252714338482,0.060741958563855704,
2025-05-15,ADC,Agree Realty Corp,Josh Gottheimer,sell,joint,Real Estate,8000.0,9.931559004965208e-05,0.0,0.0,1.15365140477244,0.0,0,0.014488824873830887,0.026675711054936085,0.008801645759094812,0.019634456433263666
2025-08-14,ADC,Agree Realty Corp,Lisa McClain,buy,spouse,Real Estate,8000.0,9.931559004965208e-05,0.0,0.0,0.669701539249438,0.0,0,0.0069386624610060215,0.019705881854703122,,
2025-04-17,ADDYY,Adidas,Bruce Westerman,buy,undisclosed,Consumer Cyclical,8000.0,2.2771401882408685e-05,0.0,0.0,0.0,0.0,0,-0.03010435482258614,0.06202020549020258,0.06443544553643567,0.00931598230148948
2025-05-13,ADDYY,Adidas,Bruce Westerman,sell,undisclosed,Consumer Cyclical,8000.0,2.2771401882408685e-05,0.0,0.0,0.0,0.0,0,-0.006546380974290598,-0.00997924300400796,-0.004869875458633132,-0.014449985287560134
2025-05-09,ADM,Archer-Daniels-Midland Co,Rob Bresnahan,buy,undisclosed,Consumer Defensive,8000.0,2.79044266689526e-05,0.0,0.0,0.7824464610809233,0.0,0,0.00971273522294907,-0.0002023132720285267,0.014366712373050544,-0.029947381567616786
2025-05-15,ADM,Archer-Daniels-Midland Co,Tommy Tuberville,sell,joint,Consumer Defensive,32500.0,0.0001133617333426,0.0,0.0,0.4746258564259979,0.0,0,0.02494379931525755,0.025557145857691903,-0.019423446450689753,-0.01308524620006313
2025-06-12,ADM,Archer-Daniels-Midland Co,Ro Khanna,buy,child,Consumer Defensive,8000.0,2.79044266689526e-05,0.0,0.0,0.9554278145595968,0.0,0,0.04522613065326633,0.08743715525871545,0.07758795196686558,0.04482411140173524
2025-05-15,ADP,Automatic Data Processing Inc,Ro Khanna,buy,child,Technology,32500.0,2.651194185414147e-05,0.0,0.0,0.7793338558455564,0.0,0,0.009259236042142882,0.020098550443982344,0.01646438950474612,0.028725813006444334
2025-06-23,ADP,Automatic Data Processing Inc,Jefferson Shreve,sell,undisclosed,Technology,75000.0,6.118140427878801e-05,0.0,0.0,0.8468577869319897,0.0,0,0.00048190810115461845,-0.026570245827058234,-0.009156646115712852,-0.013975923224146586
2025-08-08,ADP,Automatic Data Processing Inc,Ro Khanna,buy,spouse,Technology,8000.0,6.526016456404055e-06,0.0,0.0,0.8640112692101931,0.0,0,-0.003412549257107884,0.0006234493874454557,-0.009745377101763443,
2025-08-14,ADP,Automatic Data Processing Inc,Lisa McClain,buy,spouse,Technology,8000.0,6.526016456404055e-06,0.0,0.0,0.8103193393555448,0.0,0,0.0015930801839218111,0.014636101350244082,,
2025-04-15,ADSK,AUTODESK Inc,Byron Donalds,buy,undisclosed,Technology,8000.0,1.2909423289092032e-05,0.0,0.0,0.7416917766387843,0.0,0,-0.006226383091823763,-0.028725329565702434,0.010122593720110021,0.04759536669994818
2025-05-09,ADSK,AUTODESK Inc,Jefferson Shreve,buy,undisclosed,Technology,32500.0,5.2444532111936376e-05,0.0,0.0,0.5760607231656544,0.0,0,-0.009292109770471112,-0.0013853814671328946,0.007197074767289942,-0.0020273900279344876
2025-05-15,ADSK,AUTODESK Inc,Ro Khanna,buy,spouse,Technology,8000.0,1.2909423289092032e-05,0.0,0.0,0.6280630726614106,1.0,0,0.006686863991680584,-0.0008781146918791396,-0.0037149816982140365,6.750764356582588e-05
2025-06-23,ADSK,AUTODESK Inc,Jefferson Shreve,sell,undisclosed,Technology,32500.0,5.2444532111936376e-05,0.0,0.0,1.044653117128829,0.0,0,0.0005592179260513342,0.0029932362837775508,0.018255438823456076,0.03582006131823053
2025-07-09,ADSK,AUTODESK Inc,Michael McCaul,sell,spouse,Technology,8000.0,1.2909423289092032e-05,0.0,0.0,0.6295782086738321,0.0,0,-0.046300048828125,-0.018166707356770832,-0.035099995930989586,0.0032667032877604168
2025-08-14,ADSK,AUTODESK Inc,Lisa McClain,buy,spouse,Technology,8000.0,1.2909423289092032e-05,0.0,0.0,0.7095616191267751,1.0,0,0.0058584629272337855,0.014663554029260305,,
2025-05-15,AEIS,Advanced Energy Industries Inc,Josh Gottheimer,sell,joint,Industrials,8000.0,0.0001384122463257,0.0,0.0,0.7035884428944492,0.0,0,-0.0048012103180876545,-0.0008423051978848481,-0.02341643152554215,-0.0331873517595548
2025-06-23,AEO,American Eagle Outfitters Inc,Jefferson Shreve,buy,undisclosed,Consumer Cyclical,32500.0,0.0014439585555992,0.0,0.0,0.5772998353519346,0.0,0,-0.0020408629973885867,-0.018367377721681833,-0.018367377721681833,0.023469340587745576
2025-04-24,AEP,American Electric Power Co Inc,George  Whitesides,sell,undisclosed,Utilities,32500.0,5.4896973608450674e-05,0.0,0.0,0.7315091063956547,0.0,0,-0.000280966378571326,0.016203085242355295,0.007211803846309676,-0.014798110436793391
2025-07-09,AER,AerCap Holdings,Michael McCaul,sell,spouse,Industrials,8000.0,3.9173737745702696e-05,0.0,0.0,0.0,0.0,0,0.005784938936755668,0.010605721384052058,0.0044701740082455504,-0.009553829195177426
2025-06-12,AFL,AFLAC Inc,Ro Khanna,sell,spouse,Financial Services,8000.0,1.414333925389355e-05,0.0,0.0,0.9135730099495978,0.0,0,-0.0006845935924128973,-0.001564827991289731,0.0102689785012989,0.027579459118085268
2025-07-10,AFL,AFLAC Inc,Ro Khanna,sell,child,Financial Services,8000.0,1.414333925389355e-05,0.0,0.0,0.9931048456418694,0.0,0,0.00029543804438047464,-0.009060450666242094,-0.0011818273143592282,0.008961946272502826
2025-08-04,AFL,AFLAC Inc,Shelley Moore Capito,sell,spouse,Financial Services,8000.0,1.414333925389355e-05,0.0,0.0,1.77963861416931,0.0,0,-0.0018163502315571318,0.032088802766290704,0.051160441704226615,0.06720488158078594
2025-08-08,AFL,AFLAC Inc,Ro Khanna,buy,child,Financial Services,8000.0,1.414333925389355e-05,0.0,0.0,0.795243316317107,0.0,0,0.002116413921711474,0.016835017329258257,0.01375661709627364,
2025-04-14,AIG,American International Group Inc,Jefferson Shreve,buy,undisclosed,Financial Services,32500.0,7.298313554461061e-05,0.0,0.0,1.2761519124161709,0.0,0,0.0,-0.009884046232549912,-0.0037827647362761664,0.0006101653888943196
2025-06-23,AIG,American International Group Inc,Jefferson Shreve,sell,undisclosed,Financial Services,32500.0,7.298313554461061e-05,0.0,0.0,1.067470706781267,0.0,0,-0.006279080413108648,-0.011976729991824128,-0.004767484443132268,-0.03255817502043968
2025-08-14,AIG,American International Group Inc,Lisa McClain,buy,spouse,Financial Services,8000.0,1.7965079518673382e-05,0.0,0.0,0.9467384464797596,0.0,0,-0.005592803298068007,0.010315707687037037,,
2025-07-10,AIG,American International Group Inc,Ro Khanna,sell,child,Financial Services,8000.0,1.7965079518673382e-05,0.0,0.0,2.063796108412128,0.0,0,-0.0017089769626180149,-0.010375958167969246,-0.011352543041539409,-0.03283685146652575
2025-05-15,AIZ,Assurant Inc,Ro Khanna,sell,spouse,Financial Services,8000.0,7.580756280504962e-05,0.0,0.0,0.7193082866603981,0.0,0,0.01668261602863724,0.008240789080530848,-0.030098941760280516,0.0199487529786689
2025-08-14,AJG,Arthur J. Gallagher & Co,Lisa McClain,buy,spouse,Financial Services,8000.0,1.0595820230005182e-05,0.0,0.0,3.2171993619858625,0.0,0,-0.003336775436145737,0.02478719263438488,,
2025-05-15,AJG,Arthur J. Gallagher & Co,Michael McCaul,sell,spouse,Financial Services,175000.0,0.0002317835675313,0.0,0.0,1.0753173082058067,0.0,0,0.00952768465740304,0.0038936219244770755,-0.01041266829182225,0.024866500790372933
2025-04-14,AKAM,AKAMAI TECHNOLOGIES Inc,Jefferson Shreve,buy,undisclosed,Technology,32500.0,0.0003010904756623,0.0,0.0,0.4721273222579493,0.0,0,0.004584117239839903,-0.009572591371182345,-0.006741270221701961,0.09181617036684253
2025-05-09,AKAM,AKAMAI TECHNOLOGIES Inc,Jefferson Shreve,buy,undisclosed,Technology,32500.0,0.0003010904756623,0.0,0.0,1.2534866264155853,0.0,0,-0.00278447303828438,-0.018984938102060457,-0.01240353538079716,-0.04012157590976979
2025-05-15,AKAM,AKAMAI TECHNOLOGIES Inc,Ro Khanna,buy,spouse,Technology,8000.0,7.41145786245871e-05,0.0,0.0,0.9863070860790026,0.0,0,0.014035112071298901,0.007017556035649451,0.001689472228308773,-0.013255317524605913
2025-06-23,AKAM,AKAMAI TECHNOLOGIES Inc,Jefferson Shreve,sell,undisclosed,Technology,32500.0,0.0003010904756623,0.0,0.0,1.727603392243947,0.0,0,0.005778883081539348,0.0,0.00201009629618767,0.013065338385219448
2025-07-17,AKAM,AKAMAI TECHNOLOGIES Inc,Josh Gottheimer,sell,joint,Technology,8000.0,7.41145786245871e-05,0.0,0.0,0.7623642493899372,0.0,0,0.0035709573551796787,0.025379387461133,0.029332933489897597,-0.026782374766428252
2025-05-09,ALB,Albemarle Corp,Jefferson Shreve,buy,undisclosed,Basic Materials,32500.0,0.0003323692767131,0.0,0.0,2.5244418733666345,0.0,0,-0.0164536550224147,-0.024281097126460385,-0.0381789049186074,-0.07971242788180581
2025-05-15,ALB,Albemarle Corp,Ro Khanna,buy,spouse,Basic Materials,8000.0,8.181397580631142e-05,0.0,0.0,1.0941844642962788,0.0,0,0.005007498544894517,-0.009848108063605285,-0.032882677778678406,-0.06927059817140312
2025-06-23,ALB,Albemarle Corp,Jefferson Shreve,sell,undisclosed,Basic Materials,32500.0,0.0003323692767131,0.0,0.0,1.0302545717159732,0.0,0,0.026086935029690898,0.0869564934601196,0.06854214046853196,0.1972719419234633
2025-04-15,ALC,Alcon Inc,Julie Johnson,sell,joint,Healthcare,8000.0,1.835261910726471e-05,0.0,0.0,1.342780135567311,0.0,0,0.0005435114321501359,-0.0067391602889351225,0.018478227698284645,0.060978267503821335
2025-08-14,ALEX,ALEXANDER & BALDWIN,Lisa McClain,buy,spouse,Real Estate,8000.0,0.0005950255294513,0.0,0.0,0.0,0.0,0,0.00108344846996742,0.013542795904593714,,
2025-05-09,ALGN,Align Technology Inc,Rob Bresnahan,sell,undisclosed,Healthcare,8000.0,7.614566946785264e-05,0.0,0.0,1.201922957293328,0.0,0,-0.017160702024896026,-0.024181014464268527,-0.020852884565715272,-0.11180447040457532
2025-05-15,ALGN,Align Technology Inc,Ro Khanna,buy,spouse,Healthcare,8000.0,7.614566946785264e-05,0.0,0.0,0.7759215208091792,0.0,0,0.005070977723992007,-0.025408319632133997,-0.07862707385224729,-0.03416245340872753
2025-06-12,ALGN,Align Technology Inc,Ro Khanna,sell,child,Healthcare,8000.0,7.614566946785264e-05,0.0,0.0,0.4085826580923433,0.0,0,-0.001683905715669351,-0.01678355507613635,0.02043221731325734,0.05820943436013895
2025-05-15,ALIZY,Allianz,Josh Gottheimer,sell,joint,Financial Services,8000.0,4.756883522508629e-06,0.0,0.0,0.0,0.0,0,0.0015332879365198516,0.00255554488605871,0.013289047880639851,0.011755662456331565
2025-08-14,ALK,ALASKA AIR GROUP Inc,Lisa McClain,buy,spouse,Industrials,8000.0,0.0001208679408867,0.0,0.0,1.0871711327244795,0.0,0,0.0077301907161042155,0.0035137169601767576,,
2025-08-11,ALK,ALASKA AIR GROUP Inc,Adam Smith,sell,spouse,Industrials,8000.0,0.0001208679408867,0.0,0.0,0.688152822188831,0.0,0,0.08115386962890625,0.09365382561316857,0.10384618318997897,
2025-05-07,ALKT,ALKAMI TECHNOLOGY,Gil Cisneros,buy,undisclosed,Technology,8000.0,0.0003330218025377,0.0,0.0,0.0,0.0,0,0.032982474879214636,0.0635087531909608,0.0803509093167489,0.047719319661458336
2025-05-15,ALL,The Allstate Corporation,Julie Johnson,sell,joint,Financial Services,8000.0,1.4660272004575692e-05,0.0,0.0,1.914307033735224,0.0,0,0.016680409445771233,0.012109080266734578,-0.015124254906884509,0.020619511421941312
2025-07-09,ALL,The Allstate Corporation,Michael McCaul,sell,spouse,Financial Services,175000.0,0.0003206934501,0.0,0.0,2.0994721437939745,0.0,0,0.004592597246929797,0.012436161543960534,0.009443221499846341,0.01971209792333535
2025-08-14,ALLE,Allegion,Lisa McClain,buy,spouse,Industrials,8000.0,5.573540304954162e-05,0.0,0.0,0.0,0.0,0,-0.01240625066763398,0.003485533898498361,,
2025-07-09,ALLY,Ally Financial Inc,Michael McCaul,sell,spouse,Financial Services,75000.0,0.0006345270428318,0.0,0.0,1.0111776935306347,0.0,0,-0.001478594642277673,0.0017249800804752559,-0.030803350014721082,-0.028092734177091436
2025-06-23,ALNY,Alnylam Pharmaceuticals Inc,Jefferson Shreve,sell,undisclosed,Healthcare,32500.0,5.426972159732476e-05,0.0,0.0,1.1381507777060629,0.0,0,0.026823765354725495,0.005497425612742735,0.030267562720558458,0.003127832308077984
2025-08-14,ALV,Autoliv Inc,Lisa McClain,buy,spouse,Consumer Cyclical,8000.0,8.758569103736886e-05,0.0,0.0,0.8237334085107533,0.0,0,-0.007629714583107981,0.00477907026802415,,
2025-04-29,AMCR,Amcor,Rob Bresnahan,sell,undisclosed,Consumer Cyclical,8000.0,3.999323045786145e-05,0.0,0.0,0.0,0.0,0,-0.007551310144748619,0.0053936606894848926,-0.009708753845045935,-0.010787527133936195
2025-06-02,AMCR,Amcor,Rob Bresnahan,buy,undisclosed,Consumer Cyclical,8000.0,3.999323045786145e-05,0.0,0.0,0.0,0.0,0,0.009988917902509296,0.003329604018768649,0.018867932516694594,0.019977729958815242
2025-05-09,AME,AMETEK Inc,Rob Bresnahan,sell,undisclosed,Industrials,8000.0,1.8967765117764023e-05,0.0,0.0,1.4921332884372875,0.0,0,0.010136293688465504,0.010023644334626838,0.0291136283119533,0.0003378621352354204
2025-05-15,AME,AMETEK Inc,Ro Khanna,sell,child,Industrials,8000.0,1.8967765117764023e-05,0.0,0.0,0.4802929140641826,0.0,0,0.010450068468816884,-0.0003317348136197896,-0.012827641913023215,-0.011721746710345647
2025-06-12,AME,AMETEK Inc,Ro Khanna,sell,spouse,Industrials,8000.0,1.8967765117764023e-05,0.0,0.0,0.7701785470900914,0.0,0,-0.004164267006659169,-0.01209900919193934,-0.005683705819815595,0.015925728079100466
2025-08-14,AMED,Amedisys Inc,Lisa McClain,buy,spouse,Healthcare,8000.0,0.0002408674620046,0.0,0.0,0.5133950813515745,0.0,0,0.0,,,
2025-07-04,AMGN,Amgen Inc,Scott Franklin,buy,spouse,Healthcare,8000.0,5.078220917436689e-06,0.0,0.0,2.210991444998891,0.0,0,-0.01655026384775552,-0.004565650083414165,-0.00876197068066861,-0.010473999818869756
2025-05-09,AMGN,Amgen Inc,Rob Bresnahan,sell,undisclosed,Healthcare,8000.0,5.078220917436689e-06,0.0,0.0,1.2811276625017198,0.0,0,0.031110475877003864,-0.01572410561118244,0.02229144899686647,0.019476873260144745
2025-05-15,AMGN,Amgen Inc,Ro Khanna,buy,spouse,Healthcare,8000.0,5.078220917436689e-06,0.0,0.0,1.8311319955973244,1.0,0,0.006465676407012436,0.016071846762206327,0.004581357487613862,0.06473061692389447
2025-05-12,AMGN,Amgen Inc,Jared Moskowitz,buy,child,Healthcare,8000.0,5.078220917436689e-06,0.0,0.0,0.8028358019492361,2.0,0,-0.01234333174223918,-0.007815010173455266,0.007376911332962808,0.020523777198822094
